Fabric_Type,Region,Cost_per_Unit(INR),Transport_Time(days),Distance_to_Base(km),Demand_Units,Available_Stock,Supplier_Rating(1-5),Risk_Factor(1-10),Supply_Priority
Polyester,Hot Desert,153.26,10.61,652.1,4198,5109,4.4,7.0,MEDIUM
Cotton,Hot Desert,420.88,12.77,516.6,10415,11118,3.7,6.7,MEDIUM
Kevlar,Cold Desert,3270.72,21.94,692.7,14527,22002,1.6,1.3,MEDIUM
Polyester,General Use,210.9,9.31,342.9,6772,8541,4.6,3.6,LOW
Kevlar,Coastal,1515.59,9.83,574.9,9618,5333,1.3,5.0,MEDIUM
Cotton,Coastal,400.17,9.55,480.5,6862,4787,4.6,5.6,MEDIUM
Wool,Jungle,629.42,15.79,754.0,10293,11215,4.6,6.7,MEDIUM
Cotton,Jungle,391.78,32.07,1579.5,14516,16587,1.9,2.3,MEDIUM
Kevlar,High Altitude,3289.03,32.89,2167.3,12783,19359,4.8,6.7,MEDIUM
Nylon,Coastal,670.88,14.97,736.4,13654,11599,1.3,6.7,MEDIUM
Bamboo Fibre,Jungle,673.96,26.45,1783.4,15476,24207,4.1,7.8,MEDIUM
Kevlar,General Use,1880.45,9.79,580.2,3303,4841,4.9,4.9,LOW
Kevlar,Hot Desert,2013.54,16.11,706.3,4091,4305,3.6,6.9,MEDIUM
Cotton,Hot Desert,327.3,17.04,1319.4,5077,5504,2.5,9.7,MEDIUM
Polyester,Hot Desert,277.04,10.74,543.2,6989,5639,2.9,2.3,MEDIUM
Bamboo Fibre,Hot Desert,438.34,14.45,744.7,12401,16462,2.8,4.2,MEDIUM
Nylon,Jungle,471.68,20.75,640.1,15564,23611,2.1,1.5,MEDIUM
Nylon,Cold Desert,318.22,25.6,2002.8,10131,10811,2.3,3.4,MEDIUM
Nylon,High Altitude,307.18,26.34,1103.7,15146,20264,4.4,9.0,MEDIUM
Nylon,Coastal,341.88,11.95,806.2,7496,10270,1.4,3.7,MEDIUM
Wool,Cold Desert,875.61,17.22,980.7,13353,6357,2.3,2.6,MEDIUM
Bamboo Fibre,Jungle,306.92,36.15,1569.0,15338,6473,1.3,8.5,HIGH
Kevlar,Coastal,2609.02,6.61,497.5,8910,7615,2.9,5.8,MEDIUM
Polyester,Cold Desert,246.08,20.95,1277.3,12805,16385,3.7,5.9,MEDIUM
Kevlar,Hot Desert,3300.41,21.84,1636.9,6090,4548,3.1,5.2,HIGH
Cotton,Jungle,294.0,17.93,588.7,9034,10275,2.3,6.3,MEDIUM
Nylon,Jungle,762.31,30.78,1631.9,19154,13579,4.7,4.2,HIGH
Cotton,High Altitude,388.36,33.92,1847.0,15902,20701,3.5,3.5,MEDIUM
Kevlar,General Use,2620.74,7.7,260.1,4051,3346,3.7,6.0,MEDIUM
Nylon,Cold Desert,550.25,18.57,1009.6,10973,14499,3.5,1.1,MEDIUM
Polyester,Cold Desert,178.7,16.09,646.7,13462,17449,1.2,9.1,MEDIUM
Nylon,Coastal,353.03,13.26,1046.2,11920,11818,1.5,9.8,MEDIUM
Nylon,Jungle,717.01,30.46,1422.4,15374,20020,4.8,8.5,MEDIUM
Kevlar,Hot Desert,3087.46,20.33,1316.7,4415,5985,3.5,1.0,MEDIUM
Bamboo Fibre,Hot Desert,680.77,21.64,671.5,6287,3679,3.6,1.6,HIGH
Cotton,General Use,410.56,9.96,596.0,6794,3311,2.6,6.5,MEDIUM
Kevlar,Cold Desert,2300.52,12.02,873.4,13488,13629,3.4,3.1,MEDIUM
Bamboo Fibre,High Altitude,491.09,44.07,2223.6,11108,6527,1.9,2.8,HIGH
Cotton,Jungle,300.3,24.96,1845.5,7391,4005,2.6,6.5,HIGH
Bamboo Fibre,High Altitude,462.93,20.52,632.1,6507,3133,3.4,7.1,HIGH
Cotton,Cold Desert,300.94,23.14,1627.8,9400,5574,3.8,6.2,HIGH
Bamboo Fibre,Jungle,339.96,33.21,2556.6,12063,6133,1.8,2.8,HIGH
Bamboo Fibre,Jungle,270.15,29.64,1460.7,17628,27748,4.8,8.2,MEDIUM
Nylon,High Altitude,309.95,42.71,1582.1,11850,14772,1.8,5.8,MEDIUM
Polyester,Coastal,431.73,6.58,449.5,11423,8473,4.6,3.0,MEDIUM
Polyester,Jungle,222.2,33.04,2211.9,10857,16763,2.6,9.4,MEDIUM
Bamboo Fibre,Hot Desert,295.95,20.95,1639.6,8360,9482,2.1,6.9,MEDIUM
Polyester,Coastal,363.18,15.0,1066.2,13343,12793,3.3,8.6,MEDIUM
Polyester,High Altitude,426.25,35.21,2761.1,14172,21444,3.3,8.4,MEDIUM
Polyester,High Altitude,266.52,37.33,2849.9,17577,26090,3.3,6.4,MEDIUM
Nylon,Jungle,620.96,28.7,1412.7,6142,5907,4.1,1.6,MEDIUM
Polyester,High Altitude,397.28,42.06,2255.7,16291,23147,1.3,5.1,MEDIUM
Polyester,Hot Desert,267.08,20.13,779.7,10089,4955,2.1,7.9,HIGH
Bamboo Fibre,Cold Desert,679.01,18.9,707.1,12977,6646,4.7,4.0,HIGH
Wool,General Use,520.08,4.18,293.4,7841,8733,4.9,2.4,LOW
Polyester,Cold Desert,263.68,27.82,1355.1,12294,5242,2.4,5.0,HIGH
Bamboo Fibre,Jungle,378.46,28.56,1987.3,6707,7799,2.3,7.4,MEDIUM
Nylon,Hot Desert,735.41,20.83,882.0,4608,4085,4.9,1.2,MEDIUM
Polyester,Coastal,187.48,9.52,313.7,8639,9275,2.9,6.7,LOW
Bamboo Fibre,Coastal,569.82,10.43,762.2,7420,7224,4.1,3.8,MEDIUM
Bamboo Fibre,Hot Desert,642.85,20.22,824.3,12957,14382,2.9,1.6,MEDIUM
Polyester,General Use,228.02,6.11,311.9,3083,2278,1.5,8.2,MEDIUM
Bamboo Fibre,High Altitude,374.42,29.62,1006.6,10313,15958,2.6,7.4,MEDIUM
Bamboo Fibre,Jungle,318.75,25.96,1906.4,17119,14339,3.1,3.0,MEDIUM
Cotton,Coastal,494.69,6.9,501.1,12996,15274,3.5,4.9,LOW
Polyester,Hot Desert,417.58,18.54,794.6,5579,3923,3.0,4.0,HIGH
Wool,Jungle,898.92,21.72,1031.8,19806,25823,2.1,5.2,MEDIUM
Polyester,Hot Desert,231.96,24.41,1870.9,4205,3102,4.5,5.7,HIGH
Wool,Cold Desert,459.93,20.07,940.1,13855,13460,1.7,6.2,MEDIUM
Wool,General Use,1100.53,5.33,357.2,9279,4766,3.6,9.8,MEDIUM
Kevlar,Coastal,1627.76,10.86,341.7,5735,5835,4.0,6.2,MEDIUM
Polyester,Coastal,252.02,5.72,448.8,13508,12350,2.6,5.0,MEDIUM
Bamboo Fibre,Jungle,475.76,22.62,1307.3,16697,15549,3.0,9.9,MEDIUM
Nylon,Hot Desert,519.77,21.7,1150.3,10236,14203,4.2,6.7,MEDIUM
Polyester,Coastal,413.9,10.08,360.1,8438,10215,4.8,1.9,MEDIUM
Wool,High Altitude,1192.14,43.57,2394.2,9132,7730,3.2,7.6,MEDIUM
Bamboo Fibre,General Use,285.15,3.78,233.5,6286,9341,2.0,4.7,LOW
Cotton,High Altitude,269.15,22.38,1447.2,11661,8798,3.0,8.2,HIGH
Kevlar,Jungle,2855.45,19.47,977.9,17097,17104,1.3,7.6,MEDIUM
Nylon,Coastal,448.81,6.67,340.9,13357,7333,1.4,7.9,MEDIUM
Nylon,Hot Desert,386.96,19.43,1150.4,7216,5091,4.2,3.7,HIGH
Kevlar,Hot Desert,1736.97,12.76,455.1,11870,11319,3.6,5.6,MEDIUM
Kevlar,Cold Desert,3429.66,15.57,1177.0,5412,8251,4.1,3.4,MEDIUM
Wool,General Use,1064.26,9.47,415.0,4107,3722,1.6,8.4,MEDIUM
Nylon,Coastal,514.29,14.77,990.1,10968,16303,1.2,8.6,MEDIUM
Nylon,Cold Desert,811.53,14.16,572.1,5922,7438,4.1,2.1,MEDIUM
Wool,Hot Desert,790.17,14.16,1059.3,7060,5055,1.6,4.9,MEDIUM
Wool,General Use,418.23,9.2,450.8,7318,3295,1.3,3.2,MEDIUM
Polyester,Coastal,230.52,11.65,558.0,4753,3326,1.3,5.8,MEDIUM
Bamboo Fibre,Jungle,562.35,33.83,2401.6,8235,11293,1.6,9.4,MEDIUM
Polyester,Jungle,180.13,37.89,2550.6,13045,20481,3.4,6.9,MEDIUM
Nylon,General Use,811.71,6.64,212.1,8942,12235,1.9,1.8,LOW
Kevlar,Cold Desert,3390.36,24.72,1891.0,8107,9621,3.0,6.0,MEDIUM
Cotton,High Altitude,382.79,40.47,2714.5,11808,15952,1.8,9.4,MEDIUM
Polyester,Jungle,223.76,38.29,1255.1,7015,6962,2.0,6.4,MEDIUM
Wool,Hot Desert,523.92,14.73,1002.3,7562,9759,4.3,1.6,MEDIUM
Bamboo Fibre,General Use,454.15,4.27,341.0,3705,2685,1.4,4.1,MEDIUM
Wool,Jungle,810.07,15.76,742.5,17439,17368,1.3,4.4,MEDIUM
Wool,Cold Desert,611.16,24.81,1892.4,11287,8769,1.7,5.9,HIGH
Cotton,High Altitude,574.54,29.92,1843.2,9031,11644,2.9,4.9,MEDIUM
Kevlar,Cold Desert,3163.37,25.61,1238.2,5953,8545,2.5,4.7,MEDIUM
Wool,High Altitude,1044.95,25.31,893.6,10628,6052,4.8,10.0,HIGH
Wool,Cold Desert,750.48,21.28,758.5,10065,7738,4.7,4.9,HIGH
Wool,Hot Desert,543.0,13.93,692.1,5917,5487,2.6,4.0,MEDIUM
Cotton,Coastal,322.98,14.77,1002.7,6095,8459,2.5,4.7,MEDIUM
Wool,High Altitude,458.16,33.8,2680.4,10137,10402,4.8,1.1,MEDIUM
Cotton,High Altitude,201.34,21.75,765.6,17495,24787,2.0,6.0,MEDIUM
Polyester,Cold Desert,190.33,13.85,1106.3,10977,4443,3.7,6.1,MEDIUM
Nylon,Jungle,831.59,34.55,2200.7,13627,18700,3.5,2.4,MEDIUM
Cotton,Hot Desert,297.98,24.95,1531.5,9930,10068,4.7,3.5,MEDIUM
Wool,Hot Desert,757.76,13.02,752.0,5992,6854,1.7,5.0,MEDIUM
Nylon,Cold Desert,849.26,21.61,714.1,5093,7880,1.5,5.9,MEDIUM
Wool,Jungle,873.56,36.71,2603.5,11974,11738,3.6,3.3,MEDIUM
Bamboo Fibre,Jungle,527.86,18.17,690.0,11072,10492,3.3,5.3,MEDIUM
Kevlar,Coastal,3134.29,8.85,359.3,10192,14521,4.4,3.5,LOW
Cotton,General Use,516.47,6.43,299.8,7867,8072,3.2,8.2,LOW
Cotton,Coastal,547.68,5.72,310.5,11398,12600,3.4,1.3,LOW
Cotton,Cold Desert,382.94,17.68,836.3,13454,6959,4.4,7.9,MEDIUM
Polyester,Coastal,232.97,8.08,396.9,12940,6609,3.5,6.3,MEDIUM
Wool,Cold Desert,731.78,28.34,1673.6,10205,7867,2.0,7.2,HIGH
Nylon,High Altitude,566.95,40.48,3094.9,14649,10460,1.1,7.1,HIGH
Cotton,Cold Desert,222.07,24.13,1803.5,8839,11854,2.1,8.6,MEDIUM
Cotton,Jungle,332.08,20.32,655.0,7531,9633,3.2,9.5,MEDIUM
Polyester,Cold Desert,367.64,17.85,655.4,11667,10974,1.4,5.9,MEDIUM
Nylon,High Altitude,807.7,32.67,2080.7,7325,4257,2.6,8.5,HIGH
Wool,Cold Desert,976.54,29.92,1386.3,7033,3989,4.2,2.8,HIGH
Kevlar,Cold Desert,2646.24,26.43,849.6,10372,14652,3.3,8.8,MEDIUM
Polyester,Hot Desert,370.4,16.67,977.4,10306,12203,2.4,5.2,MEDIUM
Bamboo Fibre,High Altitude,690.68,43.63,1797.2,13618,12946,2.0,9.1,MEDIUM
Bamboo Fibre,Cold Desert,528.15,15.87,988.2,14327,16813,2.2,7.7,MEDIUM
Nylon,Hot Desert,624.31,24.99,898.0,6859,10721,4.1,4.2,MEDIUM
Polyester,General Use,432.35,7.64,354.4,4401,3610,1.7,6.4,MEDIUM
Bamboo Fibre,General Use,341.38,8.29,607.5,6995,3431,2.1,1.6,MEDIUM
Cotton,General Use,293.1,8.64,524.4,9917,8178,2.4,7.5,MEDIUM
Kevlar,Coastal,2941.4,10.2,605.3,4776,5007,4.5,1.9,MEDIUM
Cotton,Coastal,488.19,6.77,350.1,9213,14106,4.1,1.7,LOW
Kevlar,Coastal,2822.24,7.83,402.8,7716,4109,4.4,2.9,MEDIUM
Nylon,General Use,646.88,8.36,519.0,6919,6649,3.9,8.0,MEDIUM
Kevlar,Coastal,1251.59,11.42,354.4,10508,5628,1.7,2.3,MEDIUM
Polyester,Cold Desert,423.2,12.2,544.7,11304,11276,4.1,5.4,MEDIUM
Nylon,High Altitude,753.1,29.67,1478.8,17491,19861,3.2,1.6,MEDIUM
Cotton,Coastal,288.06,5.77,342.9,6955,10901,2.8,1.0,LOW
Cotton,General Use,220.36,3.33,164.9,7398,10542,2.6,2.2,LOW
Nylon,Coastal,845.38,5.46,392.4,5657,4233,4.5,2.1,MEDIUM
Nylon,General Use,749.73,4.52,148.2,8742,3982,1.3,6.9,MEDIUM
Wool,Jungle,964.3,18.99,856.6,7976,11435,1.2,9.9,MEDIUM
Bamboo Fibre,Coastal,412.5,12.36,930.4,5408,7460,3.9,6.2,MEDIUM
Cotton,Coastal,346.08,11.9,496.1,10172,15276,2.3,9.9,MEDIUM
Nylon,High Altitude,467.93,30.31,1288.4,7538,11079,3.8,1.2,MEDIUM
Polyester,High Altitude,358.06,25.02,1349.4,12899,13695,4.2,1.7,MEDIUM
Wool,Hot Desert,684.91,20.6,959.3,11710,8305,5.0,5.7,HIGH
Polyester,General Use,287.18,5.88,278.2,6375,2799,1.8,1.5,MEDIUM
Wool,Hot Desert,506.77,16.88,1179.3,8120,5261,3.5,7.4,MEDIUM
Kevlar,Coastal,3110.74,8.69,280.0,12276,10983,2.2,9.2,MEDIUM
Kevlar,General Use,1480.79,4.7,310.2,4400,5980,2.1,5.8,LOW
Kevlar,Coastal,2946.37,14.16,876.2,5264,6182,4.5,8.6,MEDIUM
Polyester,General Use,153.91,8.51,360.4,8265,8483,2.5,3.3,LOW
Polyester,General Use,161.7,5.5,222.2,5562,8569,2.4,3.9,LOW
Nylon,Cold Desert,837.82,15.9,866.3,8696,10579,1.6,2.7,MEDIUM
Kevlar,Cold Desert,3456.44,25.62,1207.6,5301,6576,4.5,6.8,MEDIUM
Wool,Cold Desert,1017.9,29.76,1585.7,14980,8166,1.5,8.0,HIGH
Polyester,High Altitude,387.14,30.39,1791.4,8102,6134,1.7,9.7,HIGH
Polyester,High Altitude,433.97,37.2,1685.3,15902,17040,2.7,7.2,MEDIUM
Bamboo Fibre,General Use,517.74,8.44,607.2,9294,9496,2.5,3.2,LOW
Bamboo Fibre,Coastal,317.93,13.97,478.4,10324,9728,4.9,2.5,MEDIUM
Polyester,Jungle,182.85,25.29,1567.3,15025,16480,4.9,2.4,MEDIUM
Wool,General Use,793.52,7.23,304.5,8421,6788,4.4,8.4,MEDIUM
Wool,Coastal,481.15,13.92,515.5,11110,8616,2.6,7.1,MEDIUM
Nylon,Jungle,368.31,38.2,1912.9,18741,17123,3.1,8.1,MEDIUM
Wool,Coastal,878.48,11.88,469.8,9926,15142,3.2,4.1,MEDIUM
Polyester,Jungle,272.37,22.63,1721.1,19227,15182,3.5,2.4,HIGH
Wool,Cold Desert,1055.37,19.64,940.1,12944,15032,2.2,1.6,MEDIUM
Kevlar,Coastal,2612.3,12.99,654.7,11036,15330,1.8,9.4,MEDIUM
Wool,Jungle,1063.04,17.98,1117.5,6217,7769,1.3,3.7,MEDIUM
Cotton,Hot Desert,397.18,19.42,993.5,9150,11430,3.8,8.7,MEDIUM
Wool,General Use,1026.73,5.01,364.4,4221,6618,2.0,9.9,LOW
Bamboo Fibre,Cold Desert,676.89,21.03,1220.5,6305,3749,2.7,4.1,HIGH
Nylon,Hot Desert,818.27,11.48,437.8,7171,2951,3.9,8.1,MEDIUM
Kevlar,Coastal,2596.63,9.36,455.4,9667,4298,1.3,1.9,MEDIUM
Cotton,Cold Desert,261.02,21.9,1291.2,5471,6214,3.7,4.2,MEDIUM
Wool,Hot Desert,905.24,16.37,1040.5,8318,11865,2.8,9.2,MEDIUM
Nylon,Cold Desert,863.81,28.94,884.3,14531,11377,1.9,2.5,HIGH
Nylon,Jungle,501.08,15.56,573.8,13417,12574,2.2,7.9,MEDIUM
Nylon,Coastal,312.8,10.08,624.4,10921,7117,2.2,8.4,MEDIUM
Nylon,Cold Desert,650.88,26.83,1431.0,11032,13391,4.6,4.4,MEDIUM
Polyester,High Altitude,404.24,27.65,1831.1,13721,8934,3.0,9.4,HIGH
Kevlar,Jungle,2287.4,26.54,1290.0,7278,4852,2.1,7.2,HIGH
Kevlar,Hot Desert,3406.35,19.62,1197.8,9331,11413,2.3,7.8,MEDIUM
Kevlar,General Use,3402.84,4.31,333.4,9679,13757,1.2,2.0,LOW
Polyester,Coastal,205.68,5.49,394.5,5978,2911,3.9,6.2,MEDIUM
Polyester,Jungle,327.83,31.07,1348.8,7807,11528,2.0,3.6,MEDIUM
Polyester,Jungle,318.89,31.02,1745.8,13796,16602,4.5,1.5,MEDIUM
Nylon,Hot Desert,522.59,24.1,1548.2,8586,3866,2.9,8.8,HIGH
Kevlar,Hot Desert,2297.65,19.61,815.1,8304,12333,3.7,2.2,MEDIUM
Cotton,Cold Desert,558.38,14.52,1151.2,10547,8484,2.1,4.1,MEDIUM
Bamboo Fibre,Jungle,312.73,35.95,2172.2,13739,9935,2.4,9.2,HIGH
Polyester,Cold Desert,334.08,26.14,1573.0,7256,4952,1.2,4.5,HIGH
Wool,Jungle,638.73,37.35,1736.5,19197,20666,4.7,6.0,MEDIUM
Wool,General Use,524.46,3.31,113.7,3697,2034,2.7,8.8,MEDIUM
Nylon,Coastal,563.87,14.83,626.1,13893,19947,3.2,6.3,MEDIUM
Bamboo Fibre,Jungle,273.24,33.09,1821.5,6637,7362,1.6,5.7,MEDIUM
Nylon,Coastal,626.87,6.93,414.3,6490,9576,2.9,8.1,LOW
Kevlar,High Altitude,3338.51,32.63,2037.0,6264,4609,3.1,8.7,HIGH
Kevlar,Cold Desert,2474.42,24.25,1058.9,9866,8941,4.2,8.8,MEDIUM
Cotton,General Use,217.23,4.42,194.9,5583,7536,3.4,2.5,LOW
Cotton,Cold Desert,238.66,16.75,807.5,12258,14841,3.6,7.3,MEDIUM
Wool,Hot Desert,1140.58,24.31,1179.3,6326,6158,4.5,2.3,MEDIUM
Kevlar,General Use,3480.46,4.75,277.8,8212,9625,3.4,8.9,LOW
Wool,Cold Desert,435.72,27.32,1947.6,5048,4448,4.7,5.1,MEDIUM
Nylon,General Use,507.7,9.01,537.1,9845,7321,4.5,9.4,MEDIUM
Cotton,Cold Desert,542.95,21.57,1622.5,8521,6997,3.1,2.2,HIGH
Nylon,General Use,597.07,6.17,410.7,4893,5367,2.4,5.7,LOW
Cotton,General Use,337.93,8.4,485.1,5973,7643,2.1,6.3,LOW
Bamboo Fibre,Coastal,330.57,9.22,338.2,11195,4949,1.6,3.2,MEDIUM
Cotton,Cold Desert,298.65,24.49,745.2,14182,17886,1.6,2.5,MEDIUM
Nylon,Hot Desert,611.11,23.29,1398.4,4129,2865,5.0,4.5,HIGH
Nylon,Coastal,834.11,10.59,781.8,11387,9371,4.3,9.5,MEDIUM
Wool,High Altitude,482.51,43.74,1628.6,11562,16728,1.3,1.3,MEDIUM
Kevlar,Cold Desert,3228.92,28.71,1480.8,5964,7316,2.9,4.0,MEDIUM
Nylon,Coastal,697.3,5.67,408.2,10001,11658,4.4,8.1,LOW
Nylon,General Use,699.88,7.77,244.4,7494,9666,4.2,1.8,LOW
Kevlar,Hot Desert,1850.32,11.48,695.1,8973,5514,4.1,5.7,MEDIUM
Polyester,Cold Desert,243.81,23.57,1728.2,11118,8480,3.7,9.7,HIGH
Wool,High Altitude,834.92,43.99,1561.8,9836,15448,1.7,9.1,MEDIUM
Nylon,Hot Desert,897.86,18.55,693.6,12368,19458,3.8,4.6,MEDIUM
Bamboo Fibre,High Altitude,397.75,43.34,1569.2,11572,10029,4.4,7.4,MEDIUM
Cotton,Jungle,389.72,18.64,822.2,14413,13096,4.7,2.0,MEDIUM
Kevlar,General Use,1463.78,4.11,307.0,8345,6322,1.6,5.4,MEDIUM
Wool,Coastal,522.47,5.39,234.5,13190,9887,1.1,4.8,MEDIUM
Wool,General Use,532.58,3.43,146.2,6617,8431,3.0,7.7,LOW
Wool,Jungle,456.62,21.33,1693.6,18796,22084,4.7,5.7,MEDIUM
Cotton,Coastal,539.27,9.32,381.9,10562,16038,2.8,5.3,LOW
Kevlar,Coastal,2051.43,13.11,668.3,4812,4043,4.5,2.9,MEDIUM
Nylon,Jungle,582.82,20.09,865.3,19933,29889,3.1,4.2,MEDIUM
Kevlar,General Use,2013.26,8.5,611.9,9265,7996,2.2,2.4,MEDIUM
Bamboo Fibre,High Altitude,563.21,25.71,1853.7,15653,18988,1.6,1.1,MEDIUM
Kevlar,Cold Desert,1323.16,12.42,649.5,5915,4246,3.8,9.3,MEDIUM
Bamboo Fibre,Jungle,580.3,39.56,1958.0,15941,12825,2.4,3.1,HIGH
Polyester,Coastal,285.26,6.15,239.9,5061,7391,4.8,4.3,LOW
Nylon,Jungle,634.23,26.74,1319.1,6083,4921,3.8,4.4,HIGH
Polyester,Jungle,387.68,17.31,748.2,11581,5942,2.5,8.2,MEDIUM
Wool,General Use,504.02,9.27,647.3,5357,6556,2.4,3.8,LOW
Polyester,High Altitude,223.11,38.13,1894.0,14812,16688,3.4,8.0,MEDIUM
Wool,Jungle,972.22,17.85,1334.4,15164,21315,3.8,2.9,MEDIUM
Cotton,High Altitude,215.69,22.18,1424.0,17168,14688,2.5,9.0,MEDIUM
Kevlar,General Use,2062.77,7.31,406.3,3490,3991,3.8,9.0,LOW
Polyester,Jungle,288.65,29.71,1007.2,14985,6516,2.4,3.4,HIGH
Kevlar,High Altitude,2438.21,20.37,763.2,11219,4632,2.4,6.1,HIGH
Cotton,Coastal,229.38,8.39,254.6,10941,4688,2.2,3.3,MEDIUM
Polyester,General Use,419.74,9.51,620.1,5956,3393,4.1,5.5,MEDIUM
Cotton,Jungle,370.3,21.51,996.7,7532,10583,4.0,7.4,MEDIUM
Bamboo Fibre,Coastal,682.38,13.36,819.2,5425,8084,3.7,8.3,MEDIUM
Bamboo Fibre,High Altitude,328.12,44.23,2826.8,12008,12211,1.7,8.1,MEDIUM
Cotton,Cold Desert,545.32,22.85,859.0,9980,12925,1.7,6.8,MEDIUM
Bamboo Fibre,Jungle,324.23,24.93,1254.0,14996,12013,1.6,8.5,HIGH
Cotton,High Altitude,537.69,38.31,2200.2,6751,7882,1.6,3.6,MEDIUM
Nylon,Hot Desert,692.83,13.41,1052.7,11781,12756,1.9,2.5,MEDIUM
Kevlar,High Altitude,3487.43,36.72,2060.6,15343,10691,1.6,1.0,HIGH
Nylon,General Use,774.9,5.22,407.6,9260,12880,2.6,1.2,LOW
Kevlar,Hot Desert,2374.04,14.72,609.8,12923,10594,1.7,3.7,MEDIUM
Kevlar,Coastal,2157.9,11.66,871.2,8799,13620,2.6,4.5,MEDIUM
Cotton,Jungle,531.84,28.98,1777.2,15341,17489,3.2,7.3,MEDIUM
Polyester,High Altitude,167.72,25.99,812.5,7756,5448,2.3,8.2,HIGH
Wool,Hot Desert,954.94,22.13,1575.7,4503,6790,2.0,9.2,MEDIUM
Kevlar,High Altitude,2098.17,32.2,1222.0,8886,7578,1.3,5.3,MEDIUM
Wool,High Altitude,790.78,22.65,1437.8,5528,8509,4.0,6.5,MEDIUM
Nylon,High Altitude,707.78,24.25,1146.8,11640,12731,2.1,9.7,MEDIUM
Cotton,General Use,315.81,5.63,335.6,8333,10185,4.2,8.5,LOW
Bamboo Fibre,Coastal,519.76,11.11,335.8,5193,2893,1.8,7.6,MEDIUM
Kevlar,High Altitude,2035.77,33.22,1349.2,9559,6022,4.7,6.4,HIGH
Nylon,Cold Desert,519.13,15.71,554.3,7792,3778,1.1,9.0,MEDIUM
Nylon,Jungle,506.16,16.96,665.6,16064,8217,4.1,9.5,MEDIUM
Kevlar,Jungle,1541.89,27.91,1483.6,11274,15289,2.4,4.9,MEDIUM
Cotton,General Use,534.72,7.03,542.3,9575,15223,4.0,5.4,LOW
Cotton,High Altitude,571.74,25.71,1005.3,12096,11720,1.5,5.1,MEDIUM
Bamboo Fibre,Jungle,568.42,33.37,1331.1,15225,23917,3.5,4.3,MEDIUM
Bamboo Fibre,High Altitude,524.71,21.27,1611.2,10654,15715,2.4,7.5,MEDIUM
Polyester,General Use,328.67,7.55,241.0,3709,4763,3.9,7.2,LOW
Polyester,Cold Desert,295.28,29.42,1417.6,12824,9243,3.7,2.9,HIGH
Polyester,Hot Desert,373.84,14.08,542.0,11661,10308,4.2,8.6,MEDIUM
Polyester,Cold Desert,407.99,18.83,1468.1,12967,11651,4.6,2.1,MEDIUM
Polyester,Cold Desert,276.12,20.38,1067.4,14280,17023,1.9,4.7,MEDIUM
Bamboo Fibre,High Altitude,390.12,21.6,1717.6,7053,5472,2.3,7.9,HIGH
Polyester,General Use,408.81,6.82,300.5,6278,9221,3.6,6.0,LOW
Wool,Hot Desert,479.82,24.2,1918.9,11843,8594,3.3,3.3,HIGH
Wool,Cold Desert,403.88,25.21,1309.7,8245,4480,3.3,8.7,HIGH
Polyester,Jungle,312.49,22.22,991.1,13469,12786,4.7,1.8,MEDIUM
Cotton,Coastal,247.23,11.3,890.8,12226,15910,2.6,8.0,MEDIUM
Cotton,Coastal,304.5,11.97,634.1,8596,9151,3.8,4.7,MEDIUM
Nylon,High Altitude,729.33,38.91,1707.6,14489,6629,2.7,7.8,HIGH
Wool,Coastal,1084.38,12.75,532.4,7968,6674,3.5,1.1,MEDIUM
Kevlar,Hot Desert,2862.25,20.46,1620.6,5338,7835,4.7,3.5,MEDIUM
Nylon,Hot Desert,521.3,18.84,1474.7,9077,3749,1.7,9.2,HIGH
Wool,High Altitude,529.93,33.46,1028.5,15875,22373,2.6,3.5,MEDIUM
Cotton,Coastal,576.4,11.57,799.8,4797,7053,2.8,9.3,MEDIUM
Bamboo Fibre,Jungle,305.57,26.8,1464.9,16900,15918,4.7,3.9,MEDIUM
Polyester,Cold Desert,216.97,23.23,1856.4,9459,9468,2.5,6.3,MEDIUM
Kevlar,High Altitude,2322.08,32.23,2352.4,8011,8366,3.4,2.7,MEDIUM
Polyester,Hot Desert,405.54,18.58,1272.8,10860,5771,1.2,6.3,HIGH
Bamboo Fibre,General Use,502.5,5.37,240.0,4347,4684,1.8,9.7,LOW
Bamboo Fibre,Jungle,571.81,18.14,609.4,6257,2669,2.0,9.6,HIGH
Bamboo Fibre,Jungle,570.54,36.98,2768.4,15831,9286,2.2,1.7,HIGH
Wool,Hot Desert,1168.23,21.9,805.0,11538,8386,1.1,9.0,HIGH
Bamboo Fibre,Cold Desert,251.92,29.51,1372.2,13675,7569,1.8,4.8,HIGH
Cotton,Coastal,439.38,5.33,391.9,8191,10597,4.7,5.8,LOW
Wool,Jungle,423.59,30.65,1869.9,8114,4440,2.3,3.5,HIGH
Kevlar,High Altitude,1625.28,38.38,2830.5,13279,16499,4.7,8.6,MEDIUM
Cotton,Coastal,282.56,14.86,1028.3,7355,5085,1.3,5.6,MEDIUM
Wool,Jungle,952.86,23.21,899.9,10070,8226,1.3,6.0,HIGH
Polyester,Cold Desert,379.57,17.28,1180.2,5102,7818,4.7,8.1,MEDIUM
Bamboo Fibre,High Altitude,343.92,24.06,1407.0,17837,25751,1.0,4.4,MEDIUM
Cotton,High Altitude,242.63,21.41,1046.8,16944,12751,4.7,6.9,HIGH
Kevlar,High Altitude,1227.82,32.27,2435.2,7973,6080,2.5,4.6,HIGH
