Fabric_Type,Weight_gsm,Breathability,Insulation,Tensile_Strength,Moisture_Absorption,Recyclability,Biodegradability,Cost_Rs_per_meter,Terrain,Performance_Score
Kevlar,99.71455529359017,2.462485739269973,9.055304729680932,7.174218015423019,3.2491154947320084,1.5904068845052657,7.215537811479727,879.9912026532594,Hot Desert,31.8
Kevlar,267.2249012394292,5.618530146975079,5.461216932058425,3.9946073858546995,1.640622126862776,1.8056817711715807,4.9040044696643825,565.9000353404399,Cold Desert,55.32
Kevlar,177.54821416200542,7.191190823097919,8.775593398085595,3.6897686990818093,2.7368560714512573,2.045625168286802,6.546286365137312,693.5911871538257,Jungle,63.28
Blended Fabric B,289.00375465339374,2.3363486470475596,5.9887063526315725,5.7443354346273825,7.60805021067475,1.4959867594660008,8.990856386661973,1069.3380029128882,Cold Desert,55.55
Nylon,138.6897115551167,4.884941927294051,8.358087965901372,8.586549938251963,5.684104829254448,8.747297764180637,1.0489933827252151,101.00321572081509,Cold Desert,69.47
Blended Fabric B,328.10621756349315,5.0563545242534715,7.782491183301884,9.600755155510795,7.948805714931566,8.581342004364899,7.845459232510556,293.9060840286353,Cold Desert,64.32
Blended Fabric C,142.43482240774722,9.033501952397323,5.127849082729683,7.092790770799256,5.4751676309257915,1.8459183647494184,3.616500768585986,1476.4111882956588,Jungle,62.57
Acrylic,162.27074860643575,5.3150948033478915,4.305499311526383,9.224330703624497,4.314659208901386,4.361001320308919,4.451810611905793,1263.0993050331042,Humid Coast,65.35
Nylon,276.53403210204567,4.007287201454759,8.361137591491955,1.3452747522013102,8.837174551043018,5.614749098145366,4.584252113770715,770.8925570406442,Hot Desert,34.84
Spandex,84.08493648572716,8.84396670812423,5.020655727802535,4.086698677300704,2.244210090706514,4.955188369225979,5.4669049415594095,635.2877070155428,Cold Desert,46.08
Polyester,214.68688920295233,9.65275820061916,6.393497660412327,8.267301420867181,1.9842031279853096,4.5756216365131515,4.031629313024374,875.7494627980581,Hot Desert,74.0
Spandex,273.1474520506258,5.532579441762413,8.803719974425814,9.574055798491681,4.643739006563299,5.557154979527311,9.743647211237253,450.5464653535582,Hot Desert,53.85
Polyester,152.0767687472788,7.133141038827448,3.2825406487470774,8.953600499482482,6.053301493630091,2.673402767869461,3.0193225812863744,766.0813337767454,Jungle,60.2
Blended Fabric B,275.029684277319,8.385187954004648,3.567199080760899,3.1528997923079687,8.08278219443081,1.5074366846790843,4.3244438282432665,783.4233727588781,Humid Coast,37.47
Spandex,377.94889296256474,8.104413930432194,7.510552199694356,3.4663743073384827,8.613687304886799,4.847551333420295,3.450164882554402,607.0330990325206,Cold Desert,43.54
Acrylic,240.0633393672913,8.56398475491418,7.311640078795457,8.101365437818425,4.158780615334822,4.641883674836952,4.543136973915516,328.2161173865272,Hot Desert,68.56
Nylon,269.0931497047126,9.902950150785275,2.5014673445523656,1.4201633790934638,8.015785136415396,3.273274060162518,8.466794248176356,1070.7081672000472,Humid Coast,34.5
Polyester,210.85671544213506,6.9577285550557075,5.183693027319436,6.675298275776892,5.046390154069636,2.6976902178166737,5.571076744030428,816.4470920842914,Hot Desert,62.82
Spandex,89.14269367168333,6.677659347806006,4.146266762059529,3.6340430118348177,4.533289753250001,4.078203978231835,8.490151960375975,448.4568256134558,Jungle,50.27
Acrylic,110.09914247314839,9.56256735235974,6.600849735236967,7.360467193401041,3.6823539888500587,4.708869118373031,3.0140054764387862,1402.1773244132246,Humid Coast,73.08
Blended Fabric C,305.7589286190796,7.046013432293794,4.549070317155978,1.0115598297412127,2.0814333286205975,5.8109909028043525,7.076168972599778,655.3000116498706,Hot Desert,50.24
Blended Fabric C,274.6720148901372,4.999169764877455,9.495963160395503,1.4305493125633493,8.651547506845429,9.978243336513751,8.982478997945806,1225.1330491426565,Jungle,29.18
Nylon,154.02053832393392,7.61365468449641,3.7411782965971154,2.584357139394736,8.078732983932323,3.8128928701305,9.229975565386045,1268.9173349877317,Humid Coast,34.41
Acrylic,337.8390054969984,6.422602272172558,3.6624044672367684,8.993882738927342,8.565432604958726,5.255913899894906,1.3517081740175967,975.8884047327745,Jungle,49.23
Cotton,376.4095877914903,9.654681309627763,2.705411313096438,7.08750440249419,1.830421041064865,7.565652357158099,4.125588995374072,1037.5226620091457,Jungle,75.96
Blended Fabric A,220.93906260993475,9.1105986089562,7.756021128534894,5.397444332901863,6.428999220921673,3.930230192671103,9.852375697648968,1017.6591864230742,Humid Coast,56.45
Rayon,184.5190098393628,6.609829903831518,1.5069995001931582,1.214957721872285,5.0502181557502235,3.99421161723403,4.944687472298493,430.9052993260075,Cold Desert,25.14
Acrylic,300.52587423370807,5.631140046410205,2.8013879012443015,3.876304836339985,6.326271168969933,1.6500641344523006,2.327077083395616,156.20612595571566,Cold Desert,35.04
Spandex,320.77095462784297,7.779816386913314,7.446928091284253,7.024468813028823,5.292927238403575,6.780503471564034,1.345253993091772,951.1234128523377,Cold Desert,57.69
Kevlar,240.11467532300486,4.217619955845132,3.4968406132088123,6.785218451458742,7.235210787669178,8.838708398762883,4.081006742148917,1166.169845709099,Cold Desert,44.65
Spandex,248.89987465459865,5.658668455581705,6.200893732968182,7.74383819628191,9.682214309456148,1.6620701879418909,1.4809114215191546,1409.447989240641,Humid Coast,42.02
Wool,276.76896466141955,5.341812414352559,1.8429170734672704,7.912804405767999,7.725021805797282,3.805329893435308,3.7561532070556036,1264.8700023130018,Hot Desert,66.57
Blended Fabric A,125.28678478398724,8.942231754488219,6.241559575676527,2.1415953420333746,5.157326837851615,8.603125640793202,9.078059741078441,433.7417822482042,Cold Desert,41.05
Cotton,111.99527919480855,1.3019128427094202,6.043590584379485,7.253448213953133,8.162080580588519,4.061946146098012,1.058728693859983,745.302893811463,Humid Coast,37.76
Blended Fabric A,90.69649058983092,4.300768687833461,3.1336335205676025,5.025456713414099,1.6513875387471022,9.587184774139653,3.009298609624248,1387.346274451198,Cold Desert,50.68
Nylon,257.2986827072674,9.377495777582267,1.0481408982480056,7.734149255628101,9.127455877922639,2.2574851028105867,1.8651326655893634,665.6302804196356,Humid Coast,46.5
Nylon,253.56369926094038,5.747108173495589,2.2701350646938967,1.007105599838969,8.291260816709151,1.788171066876144,6.7046483686179155,1376.1938590470277,Humid Coast,23.62
Nylon,292.8873075958114,1.7082871903675851,6.433796294538517,2.4753854885788247,7.623582044636602,3.7110816531451736,5.170519079241816,919.1742859400515,Cold Desert,52.02
Wool,317.3241019576387,3.723763065731331,6.961346739214782,2.4245474562943627,7.193058932857152,2.1536926552941558,4.828208466429853,408.4488069213714,Cold Desert,50.86
Acrylic,387.6423904459889,6.424029648500546,6.035277335107116,1.130807217393916,1.7285473182012048,6.194544639615966,9.426163490264829,1306.7024551791228,Humid Coast,55.36
Cotton,248.90689201960768,8.091378445939903,8.563602983404063,6.8322849159777554,4.048749137930566,5.22980591192015,8.72125365019211,482.8944926741377,Cold Desert,63.64
Blended Fabric B,153.53802925525284,7.745647736411026,6.675033109111645,7.74639497008686,4.936128151893353,9.393769562985861,6.692249821703297,468.02891660367163,Jungle,65.66
Spandex,173.96236536315973,4.596386604587812,8.671873758122072,5.5026808695459275,7.110107580071867,4.527709662470167,3.3724489582619332,1434.2282330385356,Hot Desert,43.75
Nylon,378.8644283464698,2.8307170197848355,2.3220474752163947,8.702406164115132,7.1282549135552635,2.679206493282772,3.4242373059718396,1210.9627152117012,Cold Desert,46.78
Blended Fabric A,294.5729620819491,3.865168199224098,4.43106957497389,9.916413027607945,3.228553784572467,5.558107393328626,8.599621088714791,396.8736598154941,Humid Coast,69.0
Cotton,276.8292119583963,5.330693363275922,5.135520399132857,4.262587581899112,6.279816949974326,6.619354281312493,6.879605868112264,152.03375646374252,Humid Coast,43.47
Polyester,201.9670022511154,4.7066705483004725,7.548213899214496,5.064750959669541,8.710569518553076,9.49685307337328,4.023515380410405,863.0069979947361,Cold Desert,53.49
Wool,212.30904534725124,2.85582444311601,8.889044417098457,2.4245763045318824,5.100947393977828,6.451293164138881,7.226775173447599,605.4505861034347,Hot Desert,26.45
Blended Fabric A,261.8621283449362,4.955570024027966,1.6051657064683296,5.182205216006485,8.386622567341572,6.530869163991839,8.489462083562065,766.3169223689931,Humid Coast,33.52
Wool,117.87591291241537,6.811832601442293,3.2507422202254763,8.528971520526524,5.610703248239198,2.2171707212185123,6.138924141933806,641.4297847856255,Jungle,60.02
Blended Fabric A,362.20905112430705,4.684502180650766,3.6089261158047368,1.130635850748479,6.173551340738874,4.620472906882902,4.371842971133459,315.25621586210815,Hot Desert,44.64
Polyester,395.02142514667787,3.679787383050199,6.3973397206729015,7.988381931841001,7.742420408588785,3.9589685874333167,6.497740751651653,1313.3337936417279,Cold Desert,58.72
Polyester,219.43499418985846,3.0184607641771475,4.497690613589551,4.743906471777175,7.720038683079733,1.8443968515589884,5.613255128192594,868.0824481081808,Cold Desert,46.0
Acrylic,314.19944098007045,4.454121303161626,9.504703572760684,5.336230982850473,6.140925186533178,8.429777410120746,3.4771249533801023,159.04294170606357,Cold Desert,67.5
Acrylic,234.56379377548117,9.068538258630953,9.844120438501907,4.591984155172563,4.738951146336948,4.671663419851538,3.920986987578335,1183.4462917612764,Humid Coast,62.8
Cotton,397.4694998492224,2.173165117433126,8.164616728572437,4.552977850945146,5.429945649587202,8.9258551971812,4.716200706302919,829.36594282619,Cold Desert,66.56
Rayon,80.75119163758501,3.203198857015533,7.125247836268906,2.0913840402322306,2.0238576292409447,4.698645472323129,6.830533347474039,1082.5043887594993,Jungle,51.71
Acrylic,105.46820715905358,9.463573305509899,3.3459974430589154,8.680118478478516,8.771423054165364,7.9527033258629,2.519502459873131,1241.6121159185905,Cold Desert,34.27
Rayon,270.9513568339895,4.034818316520575,3.3625774383988967,2.0970029087232307,5.587813602107842,6.267347879588619,4.234050914642085,739.2706481372594,Humid Coast,35.37
Blended Fabric B,287.3031375438194,2.8858116155511313,2.3059501605680524,9.13943021198971,9.71934797335039,9.927035715876777,8.10785596361171,1012.0780006376228,Hot Desert,57.82
Wool,134.8474599439208,1.7108253942960854,7.239677216963428,8.062510736614225,8.43808287209482,9.223885029734188,8.919366072745362,1499.6248447742344,Humid Coast,41.1
Blended Fabric B,324.2584368679074,6.2781356113731785,3.3512061920822416,9.837147900582485,9.08108294296827,2.1566410159970477,1.2354250809107787,1048.0796053823815,Cold Desert,42.36
Blended Fabric B,379.4609997155667,3.1060475844433286,1.7594915310548833,3.332938003947878,1.1703487646031712,1.3230347607003918,9.233720253286837,560.4240446277236,Cold Desert,45.15
Kevlar,85.8789294521934,3.4346960215466193,8.242533853672878,6.539418637000472,7.784025409777738,5.024923667144066,3.78756299576197,750.074635326137,Cold Desert,63.61
Nylon,175.25558898971065,6.937872764077754,2.2328400007857505,7.1817984436141895,9.219697404400303,6.477248391759175,6.038698420310295,1443.6214886313783,Humid Coast,40.78
Nylon,225.70519993875268,9.175937930850385,1.9403228507856227,7.48241131552656,7.185547039718149,1.861787787970219,9.3031516441522,874.2846931273884,Jungle,54.0
Wool,322.0923467184981,3.3162891256147065,7.241588533416884,1.357400868150225,8.554672338483448,5.033537623191866,6.730236229221475,370.7948387196913,Hot Desert,33.37
Rayon,176.15640276244446,8.229370605644153,3.448023163578907,7.506490819505023,2.8557737132968204,3.248684164704966,4.02815046319491,904.2767472209929,Cold Desert,46.63
Wool,318.44633914490254,2.9221057030257307,1.096050590639507,7.989017246066981,8.394844004920653,1.535321467975506,6.498167699425569,598.399836615963,Cold Desert,37.73
Blended Fabric A,334.202952029714,1.8907176106783614,3.442432555716261,8.695984797976962,4.118223583708005,9.75740814562745,9.817609012964738,439.0002296576572,Hot Desert,44.08
Blended Fabric B,305.6202509457213,5.0588785238350935,1.9067755956361867,7.367705370802385,1.2805741820072911,8.831770214430179,2.2478727620197336,234.60222418275126,Cold Desert,49.68
Blended Fabric A,387.2852347174613,7.238524242284614,8.21234381917273,4.578714871594777,4.0268145475446,3.1103560610485292,5.32583225481168,850.1516636245443,Humid Coast,60.32
Wool,162.27792127958224,9.537886728126916,2.5278264838642226,9.690878572897711,1.133705102567534,5.330131226351611,4.000310543049065,701.2289501988637,Hot Desert,83.15
Rayon,219.38853056406688,4.733621652714355,7.594510738719759,7.172886475778181,8.499441538322632,3.24963083115546,6.485756587786573,898.5324388196381,Humid Coast,44.58
Blended Fabric B,235.53841340885788,3.8240392897515587,2.276599578552867,2.9242108959645954,1.94962281761081,7.1476261767111176,6.946546537982364,1428.3792387908156,Humid Coast,50.9
Acrylic,96.65466840196206,8.958206565360587,8.764076466511533,4.9898828869542875,6.2727674547512935,9.784704992252669,5.790739274633497,1362.7166511453302,Jungle,56.56
Blended Fabric B,141.1365979867785,4.966794490971861,6.262811275035743,8.346050666765201,9.894359036288682,4.499663468267048,1.4267407252607645,1211.698679778221,Humid Coast,41.66
Blended Fabric B,143.53371483782453,5.453456109592781,7.68079220980352,7.933706083617794,5.496565707988858,3.7469307711597324,9.763683238346442,1011.8757858869146,Hot Desert,53.27
Wool,169.74823174548877,7.579926847032059,3.1796510103439095,2.5453899007631935,5.7685050006586325,3.609886533797277,6.660146304312535,221.01107856763855,Cold Desert,31.11
Wool,170.65488895926472,1.0021864099106146,2.1424245190675872,9.402538400515846,8.80619175203822,3.1024812883261315,8.005347140909421,932.4288101022627,Cold Desert,47.76
Kevlar,332.99294872632174,2.20188780554996,3.7951931399570857,6.541534481006554,7.218562296411602,4.637335885993506,8.878341369945097,652.4654252090758,Cold Desert,49.42
Nylon,91.58632367596319,5.960272025752604,7.378127546607146,2.0299434716516327,3.748894894790838,8.03131258404567,4.293274918722179,400.3235699580578,Hot Desert,42.85
Wool,113.00696348107553,9.487186386811626,8.155655930630477,2.6312522999639674,7.408071650783464,4.464628503738014,4.6206521026868685,1185.7706340363563,Cold Desert,44.09
Nylon,120.52987931110206,4.785672131909374,5.328474472758732,4.386806352594979,4.268702113446025,1.4704180080543687,7.169847585063609,682.5109048240658,Humid Coast,50.99
Cotton,341.1307207366619,8.22304673336465,5.377524652800044,3.6860559503298447,6.742834532168072,3.5933692219966273,3.1240713729134084,1109.2462483381737,Cold Desert,38.95
Spandex,110.32591073107007,1.061093566212308,2.3764886782788355,1.620910078394135,9.962221310019267,3.5992897295868063,2.3434121140232254,399.444574094081,Cold Desert,30.7
Blended Fabric B,185.6984600182011,1.1775317181685794,2.2166474875428706,7.256768137328901,2.082258879136612,3.076608489455069,4.156635685638779,1148.7156695283259,Cold Desert,56.86
Spandex,261.44394413445514,7.1523318269968215,1.025579382975752,9.378083299342865,1.9982820778732586,4.656241863792143,7.939345332203693,681.0845411136647,Cold Desert,44.56
Blended Fabric A,177.73231953368042,2.4189492411721716,2.5660940321451178,7.84683377548255,1.142542638503868,6.02029113161891,4.415152425341184,784.4974998673935,Jungle,66.37
Nylon,180.27766222632903,3.6559797416585678,7.600616644014151,8.841492893090415,2.733234692126751,1.8785688448163405,9.080162257528233,557.348422288728,Humid Coast,70.5
Blended Fabric A,195.0538062464011,2.1322210271144617,6.303984804529552,5.726267665926667,2.826942032720775,5.0668214018705005,8.172527536140812,906.1178495064424,Hot Desert,32.33
Kevlar,304.87625577266783,8.134330652026762,6.662058207708401,2.3739234808670537,7.391559399311446,7.096076614733647,1.2198419464656989,647.0341180058526,Hot Desert,59.49
Kevlar,195.1724915889163,7.0102559798795525,1.3653638677213606,4.516776861103037,8.117647098698612,8.227054274131012,7.445339009881252,346.1459998263034,Jungle,36.47
